transaction_id,date,account_id,client_id,client_name,gender,age,account_type,transaction_type,amount,channel,city,balance_after
TXN00514,2025-03-23,ACC10193,CL1193,Chantal Nkou,F,39,Current,Debit,31747,ATM,Bamenda,755708
TXN00515,2025-10-30,ACC10198,CL1198,Emmanuel Ngono,M,57,Savings,Credit,478745,Branch,Garoua,826277
TXN00516,2025-11-09,ACC10142,CL1142,Yvonne Essomba,F,33,Current,Credit,96032,Branch,Douala,635847
TXN00517,2025-01-15,ACC10192,CL1192,Lionel Nana,M,56,Savings,Credit,321527,Mobile,Bafoussam,1233055
TXN00518,2025-09-07,ACC10046,CL1046,Clarisse Etoa,F,44,Savings,Credit,483553,ATM,Bafoussam,1452492
TXN00519,2025-01-24,ACC10180,CL1180,Emmanuel Nkou,M,43,Current,Credit,232047,ATM,Douala,315142
TXN00520,2025-06-10,ACC10083,CL1083,Patrick Mballa,M,45,Savings,Credit,344394,ATM,Garoua,1418285
TXN00521,2025-09-23,ACC10116,CL1116,Yvonne Mvondo,F,40,Current,Debit,178366,ATM,Bamenda,512062
TXN00522,2025-05-08,ACC10180,CL1180,Emmanuel Nkou,M,43,Current,Credit,347928,Branch,Douala,431023
TXN00523,2025-12-13,ACC10080,CL1080,Arnaud Ngono,M,34,Current,Credit,348975,Branch,Yaoundé,1253772
TXN00524,2025-11-10,ACC10174,CL1174,Estelle Essomba,F,27,Current,Debit,293733,ATM,Bafoussam,0
TXN00525,2025-09-16,ACC10193,CL1193,Chantal Nkou,F,39,Current,Debit,83275,Branch,Bamenda,704180
TXN00526,2025-03-26,ACC10019,CL1019,Sandrine Mbarga,F,39,Savings,Credit,456824,ATM,Garoua,1458351
TXN00527,2025-05-04,ACC10231,CL1231,Patrick Mvondo,M,33,Savings,Credit,169104,Online,Douala,544047
TXN00528,2025-09-17,ACC10043,CL1043,Patrick Etoa,M,37,Savings,Credit,27398,Mobile,Garoua,1486034
TXN00529,2025-05-01,ACC10230,CL1230,Solange Essomba,F,22,Current,Credit,212433,ATM,Bafoussam,640471
TXN00530,2025-10-21,ACC10137,CL1137,Solange Mballa,F,47,Current,Credit,233882,Branch,Garoua,795022
TXN00531,2025-08-17,ACC10142,CL1142,Yvonne Essomba,F,33,Current,Debit,262334,Online,Douala,277481
TXN00532,2025-12-01,ACC10203,CL1203,Didier Mbarga,M,43,Savings,Debit,261766,ATM,Garoua,382244
TXN00533,2025-07-31,ACC10278,CL1278,Serge Ngono,M,31,Savings,Debit,212518,ATM,Bafoussam,563144
TXN00534,2025-11-06,ACC10232,CL1232,Serge Mbarga,M,53,Savings,Debit,48655,Online,Bamenda,1389511
TXN00535,2025-06-24,ACC10068,CL1068,Serge Mballa,M,34,Current,Debit,240184,Online,Garoua,784966
TXN00536,2025-08-21,ACC10068,CL1068,Serge Mballa,M,34,Current,Debit,117873,Online,Garoua,907277
TXN00537,2025-12-03,ACC10132,CL1132,Franck Nana,M,44,Current,Credit,376735,Online,Bamenda,1738312
TXN00538,2025-02-19,ACC10233,CL1233,Patricia Ngono,F,59,Savings,Credit,60781,Mobile,Garoua,451038
TXN00539,2025-07-01,ACC10160,CL1160,Lionel Mballa,M,64,Savings,Debit,179969,Online,Douala,1764605
TXN00540,2025-02-24,ACC10033,CL1033,Clarisse Etoa,F,33,Current,Credit,369100,ATM,Douala,713083
TXN00541,2025-03-13,ACC10107,CL1107,Brigitte Etoa,F,28,Current,Debit,259171,Branch,Douala,41553
TXN00542,2025-11-09,ACC10283,CL1283,Lionel Atangana,M,60,Current,Debit,134320,Mobile,Yaoundé,1780041
TXN00543,2025-07-21,ACC10235,CL1235,Blaise Tchoumi,M,39,Savings,Debit,64305,Mobile,Garoua,1105597
TXN00544,2025-04-08,ACC10216,CL1216,Yvonne Tchoumi,F,58,Current,Credit,433303,Online,Garoua,2295760
TXN00545,2025-01-24,ACC10008,CL1008,Paul Nkou,M,63,Current,Debit,218301,ATM,Douala,0
TXN00546,2025-12-04,ACC10193,CL1193,Chantal Nkou,F,39,Current,Credit,240802,Mobile,Bamenda,1028257
TXN00547,2025-09-29,ACC10117,CL1117,Lionel Mbarga,M,34,Current,Credit,3274,ATM,Douala,1438292
TXN00548,2025-10-27,ACC10067,CL1067,Chantal Ngono,F,60,Current,Credit,440781,Branch,Bamenda,1342382
TXN00549,2025-03-07,ACC10007,CL1007,Clarisse Nana,F,39,Current,Debit,92042,ATM,Bamenda,1168753
TXN00550,2025-11-04,ACC10235,CL1235,Blaise Tchoumi,M,39,Savings,Credit,345730,Online,Garoua,1515632
TXN00551,2025-11-08,ACC10000,CL1000,Jean Mballa,M,36,Savings,Credit,220500,Mobile,Douala,1814992
TXN00552,2025-06-25,ACC10273,CL1273,Franck Mvondo,M,22,Current,Credit,209598,Online,Bafoussam,1239819
TXN00553,2025-03-10,ACC10242,CL1242,Estelle Atangana,F,26,Savings,Credit,422945,Mobile,Bafoussam,532058
TXN00554,2025-12-25,ACC10081,CL1081,Solange Mvondo,F,47,Savings,Credit,316896,Online,Yaoundé,2113595
TXN00555,2025-10-11,ACC10200,CL1200,Nadine Essomba,F,40,Savings,Credit,374227,Mobile,Bafoussam,2276729
TXN00556,2025-11-16,ACC10194,CL1194,Lionel Nana,M,34,Current,Debit,110949,Online,Douala,409326
TXN00557,2025-12-11,ACC10191,CL1191,Paul Atangana,M,27,Savings,Credit,483969,Mobile,Bafoussam,1700763
TXN00558,2025-10-05,ACC10110,CL1110,Serge Nkou,M,24,Current,Debit,265185,Online,Bamenda,1247405
TXN00559,2025-10-15,ACC10098,CL1098,Nadine Atangana,F,32,Current,Debit,185674,Branch,Bamenda,1155987
TXN00560,2025-10-01,ACC10283,CL1283,Lionel Atangana,M,60,Current,Credit,354497,Online,Yaoundé,2268858
TXN00561,2025-01-07,ACC10199,CL1199,Paul Nana,M,34,Current,Credit,424784,ATM,Garoua,1426148
TXN00562,2025-03-16,ACC10144,CL1144,Blaise Nkou,M,29,Current,Debit,200685,ATM,Bamenda,1673208
TXN00563,2025-05-17,ACC10051,CL1051,Patrick Ngono,M,61,Savings,Debit,105806,Mobile,Bafoussam,1498667
TXN00564,2025-05-09,ACC10146,CL1146,Arnaud Ngono,M,25,Current,Credit,359293,Mobile,Garoua,1119307
TXN00565,2025-04-15,ACC10190,CL1190,Brigitte Essomba,F,30,Savings,Debit,155738,ATM,Garoua,85574
TXN00566,2025-08-20,ACC10159,CL1159,Lionel Mvondo,M,39,Current,Credit,427784,ATM,Douala,937069
TXN00567,2025-07-19,ACC10048,CL1048,Emmanuel Mballa,M,28,Savings,Debit,295267,Mobile,Yaoundé,325888
TXN00568,2025-12-07,ACC10053,CL1053,Didier Nkou,M,44,Savings,Credit,364298,ATM,Bamenda,1315626
TXN00569,2025-08-02,ACC10291,CL1291,Yvonne Mballa,F,52,Savings,Credit,204190,Online,Yaoundé,1078878
TXN00570,2025-05-09,ACC10262,CL1262,Patrick Tchoumi,M,48,Savings,Debit,7797,Mobile,Bafoussam,199575
TXN00571,2025-04-26,ACC10071,CL1071,Serge Etoa,M,33,Savings,Credit,436150,Online,Douala,583067
TXN00572,2025-05-31,ACC10036,CL1036,Yvonne Mvondo,F,34,Savings,Debit,102448,Branch,Garoua,292821
TXN00573,2025-04-06,ACC10125,CL1125,Lionel Nkou,M,48,Current,Debit,40043,Mobile,Bafoussam,64199
TXN00574,2025-01-21,ACC10284,CL1284,Brigitte Mvondo,F,36,Current,Debit,198760,Branch,Garoua,802390
TXN00575,2025-05-16,ACC10220,CL1220,Lionel Tchoumi,M,53,Current,Credit,292817,Mobile,Garoua,1559855
TXN00576,2025-01-03,ACC10058,CL1058,Blaise Etoa,M,33,Current,Debit,134701,Online,Garoua,555330
TXN00577,2025-03-21,ACC10195,CL1195,Patrick Nana,M,44,Current,Credit,373081,ATM,Yaoundé,1627055
TXN00578,2025-11-02,ACC10015,CL1015,Patricia Atangana,F,58,Current,Debit,170151,ATM,Garoua,339797
TXN00579,2025-10-21,ACC10250,CL1250,Arnaud Mvondo,M,23,Current,Credit,258189,Online,Garoua,840132
TXN00580,2025-09-27,ACC10134,CL1134,Yvonne Mvondo,F,28,Savings,Debit,167649,Mobile,Yaoundé,1370873
TXN00581,2025-02-04,ACC10225,CL1225,Brigitte Atangana,F,47,Savings,Debit,273947,Mobile,Bafoussam,1431181
TXN00582,2025-10-02,ACC10182,CL1182,Blaise Mvondo,M,44,Savings,Credit,285730,Branch,Bamenda,1283654
TXN00583,2025-04-24,ACC10124,CL1124,Chantal Mballa,F,53,Current,Debit,184187,Mobile,Bamenda,783859
TXN00584,2025-07-04,ACC10180,CL1180,Emmanuel Nkou,M,43,Current,Credit,174574,Online,Douala,257669
TXN00585,2025-09-01,ACC10152,CL1152,Emmanuel Ngono,M,26,Current,Debit,279134,ATM,Bamenda,1070492
TXN00586,2025-08-17,ACC10291,CL1291,Yvonne Mballa,F,52,Savings,Debit,182407,Mobile,Yaoundé,692281
TXN00587,2025-12-16,ACC10264,CL1264,Marie Ngono,F,25,Current,Debit,21907,Online,Douala,787577
TXN00588,2025-02-28,ACC10196,CL1196,Arnaud Nana,M,60,Savings,Credit,481212,Branch,Bamenda,1808366
TXN00589,2025-05-25,ACC10093,CL1093,Emmanuel Mballa,M,27,Savings,Credit,284239,ATM,Bamenda,2282256
TXN00590,2025-09-18,ACC10056,CL1056,Emmanuel Ngono,M,47,Savings,Credit,270646,Branch,Yaoundé,1865333
TXN00591,2025-06-01,ACC10287,CL1287,Chantal Ngono,F,44,Savings,Credit,23990,Mobile,Bamenda,743224
TXN00592,2025-02-12,ACC10035,CL1035,Jean Nana,M,21,Savings,Credit,270428,ATM,Yaoundé,669207
TXN00593,2025-10-01,ACC10160,CL1160,Lionel Mballa,M,64,Savings,Debit,283053,ATM,Douala,1661521
TXN00594,2025-12-10,ACC10062,CL1062,Lionel Atangana,M,43,Current,Debit,111510,Mobile,Bafoussam,1209802
TXN00595,2025-02-23,ACC10144,CL1144,Blaise Nkou,M,29,Current,Credit,439129,Mobile,Bamenda,2313022
TXN00596,2025-02-06,ACC10098,CL1098,Nadine Atangana,F,32,Current,Credit,339984,Mobile,Bamenda,1681645
TXN00597,2025-06-19,ACC10107,CL1107,Brigitte Etoa,F,28,Current,Debit,241766,ATM,Douala,58958
TXN00598,2025-01-28,ACC10265,CL1265,Patricia Nkou,F,59,Current,Debit,39403,Mobile,Douala,788565
TXN00599,2025-02-06,ACC10064,CL1064,Marie Nana,F,55,Current,Credit,293596,Mobile,Douala,1248092
TXN00600,2025-07-18,ACC10056,CL1056,Emmanuel Ngono,M,47,Savings,Credit,214716,Branch,Yaoundé,1809403
TXN00601,2025-06-11,ACC10130,CL1130,Solange Nkou,F,50,Current,Credit,228029,ATM,Yaoundé,807347
TXN00602,2025-03-02,ACC10113,CL1113,Clarisse Mbarga,F,46,Savings,Credit,354002,ATM,Garoua,1614103
TXN00603,2025-12-25,ACC10246,CL1246,Estelle Mballa,F,28,Savings,Debit,24863,ATM,Yaoundé,905574
TXN00604,2025-09-15,ACC10099,CL1099,Yvonne Atangana,F,58,Current,Credit,487564,ATM,Bafoussam,2323735
TXN00605,2025-12-18,ACC10042,CL1042,Lionel Mbarga,M,47,Current,Credit,413557,Online,Bamenda,1010422
TXN00606,2025-08-13,ACC10281,CL1281,Emmanuel Tchoumi,M,59,Savings,Debit,148596,Branch,Bafoussam,1632049
TXN00607,2025-12-05,ACC10090,CL1090,Paul Nkou,M,22,Savings,Credit,432028,ATM,Douala,2242018
TXN00608,2025-10-01,ACC10168,CL1168,Blaise Nkou,M,60,Current,Credit,82958,Mobile,Bamenda,2052388
TXN00609,2025-10-07,ACC10167,CL1167,Patricia Atangana,F,61,Savings,Debit,205992,Online,Bafoussam,1259242
TXN00610,2025-12-13,ACC10026,CL1026,Serge Atangana,M,63,Current,Debit,157267,Online,Bafoussam,1779360
TXN00611,2025-10-12,ACC10191,CL1191,Paul Atangana,M,27,Savings,Debit,291206,Mobile,Bafoussam,925588
TXN00612,2025-01-03,ACC10161,CL1161,Serge Mvondo,M,23,Current,Debit,22901,Branch,Bamenda,1562968
TXN00613,2025-04-18,ACC10081,CL1081,Solange Mvondo,F,47,Savings,Debit,160745,Online,Yaoundé,1635954
TXN00614,2025-11-27,ACC10084,CL1084,Serge Atangana,M,52,Current,Debit,217349,Mobile,Yaoundé,537565
TXN00615,2025-04-24,ACC10226,CL1226,Clarisse Essomba,F,27,Current,Debit,97465,Online,Bamenda,548434
TXN00616,2025-04-03,ACC10281,CL1281,Emmanuel Tchoumi,M,59,Savings,Debit,61095,ATM,Bafoussam,1719550
TXN00617,2025-10-09,ACC10215,CL1215,Emmanuel Tchoumi,M,30,Savings,Credit,338995,ATM,Yaoundé,2009774
TXN00618,2025-02-04,ACC10188,CL1188,Didier Etoa,M,48,Savings,Credit,353156,Online,Garoua,1270985
TXN00619,2025-10-25,ACC10144,CL1144,Blaise Nkou,M,29,Current,Debit,104503,Branch,Bamenda,1769390
TXN00620,2025-03-07,ACC10176,CL1176,Lionel Nkou,M,24,Savings,Credit,188243,Mobile,Bafoussam,502324
TXN00621,2025-11-14,ACC10053,CL1053,Didier Nkou,M,44,Savings,Debit,150493,ATM,Bamenda,800835
TXN00622,2025-09-06,ACC10265,CL1265,Patricia Nkou,F,59,Current,Debit,167611,Branch,Douala,660357
TXN00623,2025-12-04,ACC10009,CL1009,Paul Atangana,M,38,Current,Credit,324140,Online,Garoua,715250
TXN00624,2025-10-18,ACC10268,CL1268,Solange Mbarga,F,37,Current,Debit,297512,Online,Bafoussam,202474
TXN00625,2025-03-28,ACC10152,CL1152,Emmanuel Ngono,M,26,Current,Credit,225556,ATM,Bamenda,1575182
TXN00626,2025-04-24,ACC10041,CL1041,Franck Atangana,M,28,Savings,Credit,130066,Branch,Bamenda,1394147
TXN00627,2025-07-04,ACC10086,CL1086,Patricia Tchoumi,F,63,Savings,Credit,441459,Mobile,Yaoundé,1839402
TXN00628,2025-09-03,ACC10067,CL1067,Chantal Ngono,F,60,Current,Credit,461265,Branch,Bamenda,1362866
TXN00629,2025-06-06,ACC10103,CL1103,Didier Etoa,M,26,Current,Credit,189083,Branch,Douala,1263705
TXN00630,2025-11-27,ACC10098,CL1098,Nadine Atangana,F,32,Current,Debit,93154,ATM,Bamenda,1248507
TXN00631,2025-03-13,ACC10236,CL1236,Serge Mvondo,M,33,Current,Credit,451213,Mobile,Bafoussam,1469426
TXN00632,2025-11-17,ACC10025,CL1025,Solange Ngono,F,37,Current,Credit,385588,ATM,Bamenda,879761
TXN00633,2025-09-17,ACC10172,CL1172,Patricia Ngono,F,47,Current,Debit,10767,ATM,Yaoundé,1330349
TXN00634,2025-10-30,ACC10044,CL1044,Yvonne Essomba,F,25,Current,Credit,404282,Mobile,Yaoundé,1756947
TXN00635,2025-05-14,ACC10049,CL1049,Patricia Etoa,F,42,Current,Debit,290194,Branch,Douala,819725
TXN00636,2025-07-20,ACC10058,CL1058,Blaise Etoa,M,33,Current,Debit,192794,Mobile,Garoua,497237
TXN00637,2025-08-26,ACC10191,CL1191,Paul Atangana,M,27,Savings,Credit,71192,ATM,Bafoussam,1287986
TXN00638,2025-09-15,ACC10148,CL1148,Solange Nkou,F,60,Savings,Credit,191770,ATM,Yaoundé,1565410
TXN00639,2025-09-21,ACC10147,CL1147,Clarisse Essomba,F,64,Current,Debit,87949,Mobile,Bamenda,626137
TXN00640,2025-04-02,ACC10248,CL1248,Emmanuel Mballa,M,48,Current,Credit,84478,Mobile,Yaoundé,638977
TXN00641,2025-07-03,ACC10273,CL1273,Franck Mvondo,M,22,Current,Credit,493398,ATM,Bafoussam,1523619
TXN00642,2025-04-29,ACC10128,CL1128,Yvonne Mbarga,F,51,Current,Debit,256664,ATM,Bafoussam,492334
TXN00643,2025-04-30,ACC10032,CL1032,Chantal Mvondo,F,24,Savings,Credit,194690,ATM,Yaoundé,1089048
TXN00644,2025-07-04,ACC10056,CL1056,Emmanuel Ngono,M,47,Savings,Debit,272521,Branch,Yaoundé,1322166
TXN00645,2025-08-21,ACC10043,CL1043,Patrick Etoa,M,37,Savings,Credit,482244,ATM,Garoua,1940880
TXN00646,2025-02-22,ACC10191,CL1191,Paul Atangana,M,27,Savings,Debit,170906,Online,Bafoussam,1045888
TXN00647,2025-10-06,ACC10209,CL1209,Patrick Tchoumi,M,48,Current,Credit,304369,Mobile,Bamenda,1842296
TXN00648,2025-07-13,ACC10097,CL1097,Marie Atangana,F,52,Current,Credit,343714,Online,Yaoundé,1153277
TXN00649,2025-05-09,ACC10147,CL1147,Clarisse Essomba,F,64,Current,Debit,271880,Branch,Bamenda,442206
TXN00650,2025-07-27,ACC10175,CL1175,Brigitte Etoa,F,28,Savings,Debit,271727,Online,Garoua,1168199
TXN00651,2025-09-04,ACC10289,CL1289,Jean Mballa,M,45,Current,Credit,256255,ATM,Bamenda,826915
TXN00652,2025-03-26,ACC10010,CL1010,Sandrine Etoa,F,63,Savings,Debit,231633,Mobile,Bafoussam,1095807
TXN00653,2025-11-26,ACC10219,CL1219,Yvonne Nkou,F,24,Current,Debit,270767,Online,Bafoussam,0
TXN00654,2025-04-06,ACC10124,CL1124,Chantal Mballa,F,53,Current,Debit,79769,Mobile,Bamenda,888277
TXN00655,2025-03-02,ACC10242,CL1242,Estelle Atangana,F,26,Savings,Credit,316632,Mobile,Bafoussam,425745
TXN00656,2025-06-19,ACC10218,CL1218,Brigitte Tchoumi,F,24,Savings,Credit,426288,ATM,Bafoussam,1127260
TXN00657,2025-09-03,ACC10166,CL1166,Marie Mballa,F,55,Current,Credit,355014,Branch,Yaoundé,1177994
TXN00658,2025-11-28,ACC10155,CL1155,Solange Ngono,F,25,Current,Debit,85539,Branch,Garoua,1196688
TXN00659,2025-01-23,ACC10025,CL1025,Solange Ngono,F,37,Current,Debit,128753,Mobile,Bamenda,365420
TXN00660,2025-11-19,ACC10193,CL1193,Chantal Nkou,F,39,Current,Debit,71634,ATM,Bamenda,715821
TXN00661,2025-03-27,ACC10280,CL1280,Patricia Nana,F,26,Savings,Debit,30313,Online,Bamenda,1260799
TXN00662,2025-07-27,ACC10033,CL1033,Clarisse Etoa,F,33,Current,Debit,271868,ATM,Douala,72115
TXN00663,2025-02-13,ACC10120,CL1120,Franck Mballa,M,39,Savings,Credit,497633,Mobile,Garoua,1989183
TXN00664,2025-08-30,ACC10252,CL1252,Nadine Nkou,F,43,Current,Credit,318994,Branch,Bamenda,2075045
TXN00665,2025-07-30,ACC10033,CL1033,Clarisse Etoa,F,33,Current,Debit,116009,Mobile,Douala,227974
TXN00666,2025-05-16,ACC10004,CL1004,Emmanuel Atangana,M,42,Savings,Debit,268808,Mobile,Bafoussam,232737
TXN00667,2025-08-21,ACC10040,CL1040,Jean Nana,M,26,Savings,Credit,484578,ATM,Douala,1782457
TXN00668,2025-07-17,ACC10235,CL1235,Blaise Tchoumi,M,39,Savings,Debit,199291,Mobile,Garoua,970611
TXN00669,2025-04-14,ACC10047,CL1047,Patricia Nana,F,21,Current,Debit,9683,Branch,Bamenda,1431543
TXN00670,2025-04-01,ACC10110,CL1110,Serge Nkou,M,24,Current,Debit,51488,Branch,Bamenda,1461102
TXN00671,2025-09-15,ACC10128,CL1128,Yvonne Mbarga,F,51,Current,Debit,279622,ATM,Bafoussam,469376
TXN00672,2025-12-04,ACC10083,CL1083,Patrick Mballa,M,45,Savings,Debit,253833,Mobile,Garoua,820058
TXN00673,2025-09-25,ACC10107,CL1107,Brigitte Etoa,F,28,Current,Debit,227228,Branch,Douala,73496
TXN00674,2025-01-23,ACC10223,CL1223,Clarisse Nana,F,62,Savings,Credit,459659,Branch,Douala,1029215
TXN00675,2025-07-15,ACC10147,CL1147,Clarisse Essomba,F,64,Current,Debit,253771,Online,Bamenda,460315
TXN00676,2025-03-10,ACC10001,CL1001,Didier Mbarga,M,58,Savings,Debit,224078,Online,Garoua,0
TXN00677,2025-04-30,ACC10019,CL1019,Sandrine Mbarga,F,39,Savings,Credit,402530,ATM,Garoua,1404057
TXN00678,2025-10-06,ACC10006,CL1006,Patricia Mballa,F,23,Savings,Credit,314677,Branch,Garoua,2298870
TXN00679,2025-01-03,ACC10267,CL1267,Brigitte Etoa,F,28,Savings,Credit,100101,ATM,Yaoundé,1196672
TXN00680,2025-01-04,ACC10133,CL1133,Marie Etoa,F,38,Savings,Debit,273504,Branch,Bamenda,1721966
TXN00681,2025-07-29,ACC10216,CL1216,Yvonne Tchoumi,F,58,Current,Debit,166623,Online,Garoua,1695834
TXN00682,2025-08-07,ACC10135,CL1135,Serge Nana,M,21,Current,Debit,82148,Online,Bamenda,163325
TXN00683,2025-10-02,ACC10159,CL1159,Lionel Mvondo,M,39,Current,Credit,449254,Branch,Douala,958539
TXN00684,2025-05-22,ACC10039,CL1039,Patrick Nkou,M,24,Current,Credit,321801,Branch,Bamenda,1426354
TXN00685,2025-10-10,ACC10185,CL1185,Clarisse Mbarga,F,41,Savings,Debit,217650,Branch,Bamenda,0
TXN00686,2025-10-14,ACC10291,CL1291,Yvonne Mballa,F,52,Savings,Debit,195098,Branch,Yaoundé,679590
TXN00687,2025-10-23,ACC10214,CL1214,Sandrine Ngono,F,36,Savings,Credit,161774,Online,Yaoundé,748578
TXN00688,2025-03-12,ACC10288,CL1288,Blaise Mbarga,M,38,Savings,Credit,386761,ATM,Garoua,732202
TXN00689,2025-12-25,ACC10174,CL1174,Estelle Essomba,F,27,Current,Debit,235144,Mobile,Bafoussam,0
TXN00690,2025-09-18,ACC10146,CL1146,Arnaud Ngono,M,25,Current,Debit,113437,Branch,Garoua,646577
TXN00691,2025-10-09,ACC10043,CL1043,Patrick Etoa,M,37,Savings,Credit,420878,ATM,Garoua,1879514
TXN00692,2025-11-22,ACC10071,CL1071,Serge Etoa,M,33,Savings,Debit,205002,ATM,Douala,0
TXN00693,2025-08-30,ACC10066,CL1066,Chantal Essomba,F,46,Savings,Debit,77193,Branch,Bafoussam,375124
TXN00694,2025-05-15,ACC10154,CL1154,Yvonne Mballa,F,63,Current,Debit,34596,Mobile,Yaoundé,1905377
TXN00695,2025-11-08,ACC10151,CL1151,Sandrine Atangana,F,30,Current,Credit,42963,ATM,Douala,1279800
TXN00696,2025-07-25,ACC10021,CL1021,Solange Tchoumi,F,33,Current,Credit,488946,Online,Douala,2138047
TXN00697,2025-11-24,ACC10076,CL1076,Patricia Nana,F,48,Current,Debit,92892,Branch,Bamenda,1838689
TXN00698,2025-04-14,ACC10273,CL1273,Franck Mvondo,M,22,Current,Credit,6615,Online,Bafoussam,1036836
TXN00699,2025-11-03,ACC10295,CL1295,Sandrine Nkou,F,46,Savings,Debit,18620,Mobile,Yaoundé,791647
TXN00700,2025-07-04,ACC10212,CL1212,Solange Mbarga,F,46,Current,Debit,19906,Mobile,Bafoussam,494764
TXN00701,2025-02-14,ACC10129,CL1129,Clarisse Ngono,F,42,Current,Debit,83546,Online,Garoua,570890
TXN00702,2025-12-09,ACC10083,CL1083,Patrick Mballa,M,45,Savings,Credit,186140,Branch,Garoua,1260031
TXN00703,2025-04-13,ACC10131,CL1131,Clarisse Atangana,F,53,Current,Credit,308274,ATM,Yaoundé,1224916
TXN00704,2025-10-09,ACC10260,CL1260,Sandrine Mbarga,F,26,Current,Debit,48272,Online,Bafoussam,644496
TXN00705,2025-05-22,ACC10171,CL1171,Didier Ngono,M,45,Current,Credit,183177,Mobile,Garoua,1639288
TXN00706,2025-07-26,ACC10212,CL1212,Solange Mbarga,F,46,Current,Debit,239424,ATM,Bafoussam,275246
TXN00707,2025-07-28,ACC10116,CL1116,Yvonne Mvondo,F,40,Current,Credit,92768,ATM,Bamenda,783196
TXN00708,2025-05-31,ACC10185,CL1185,Clarisse Mbarga,F,41,Savings,Debit,264805,Online,Bamenda,0
TXN00709,2025-05-12,ACC10274,CL1274,Lionel Mbarga,M,25,Current,Debit,270110,Online,Bafoussam,1283408
TXN00710,2025-10-16,ACC10249,CL1249,Nadine Mbarga,F,54,Savings,Credit,198698,Branch,Bafoussam,1351924
TXN00711,2025-08-23,ACC10113,CL1113,Clarisse Mbarga,F,46,Savings,Debit,179080,Branch,Garoua,1081021
TXN00712,2025-03-01,ACC10093,CL1093,Emmanuel Mballa,M,27,Savings,Debit,253691,Online,Bamenda,1744326
TXN00713,2025-11-21,ACC10007,CL1007,Clarisse Nana,F,39,Current,Debit,201630,Mobile,Bamenda,1059165
TXN00714,2025-07-31,ACC10036,CL1036,Yvonne Mvondo,F,34,Savings,Debit,166533,Online,Garoua,228736
TXN00715,2025-05-08,ACC10282,CL1282,Paul Nkou,M,62,Current,Debit,139071,Online,Bamenda,1276447
TXN00716,2025-12-11,ACC10229,CL1229,Sandrine Ngono,F,63,Savings,Debit,210154,Online,Bamenda,1194658
TXN00717,2025-04-02,ACC10166,CL1166,Marie Mballa,F,55,Current,Debit,291744,Branch,Yaoundé,531236
TXN00718,2025-04-22,ACC10180,CL1180,Emmanuel Nkou,M,43,Current,Credit,186355,Online,Douala,269450
TXN00719,2025-09-13,ACC10180,CL1180,Emmanuel Nkou,M,43,Current,Debit,100702,Mobile,Douala,0
TXN00720,2025-05-16,ACC10017,CL1017,Arnaud Tchoumi,M,25,Current,Debit,127907,Mobile,Garoua,1171761
TXN00721,2025-05-08,ACC10195,CL1195,Patrick Nana,M,44,Current,Debit,107308,Online,Yaoundé,1146666
TXN00722,2025-03-03,ACC10293,CL1293,Yvonne Tchoumi,F,62,Current,Debit,56935,ATM,Garoua,1118587
TXN00723,2025-01-04,ACC10094,CL1094,Patricia Atangana,F,46,Savings,Credit,322822,ATM,Douala,1614541
TXN00724,2025-11-14,ACC10079,CL1079,Sandrine Essomba,F,55,Savings,Credit,195613,Online,Yaoundé,561927
TXN00725,2025-10-22,ACC10214,CL1214,Sandrine Ngono,F,36,Savings,Credit,471874,Online,Yaoundé,1058678
TXN00726,2025-09-19,ACC10288,CL1288,Blaise Mbarga,M,38,Savings,Credit,96877,Online,Garoua,442318
TXN00727,2025-10-23,ACC10068,CL1068,Serge Mballa,M,34,Current,Credit,117440,Mobile,Garoua,1142590
TXN00728,2025-08-05,ACC10160,CL1160,Lionel Mballa,M,64,Savings,Debit,276636,Branch,Douala,1667938
TXN00729,2025-06-27,ACC10218,CL1218,Brigitte Tchoumi,F,24,Savings,Debit,264441,Branch,Bafoussam,436531
TXN00730,2025-03-03,ACC10028,CL1028,Lionel Etoa,M,21,Savings,Debit,240702,Branch,Yaoundé,289423
TXN00731,2025-01-05,ACC10296,CL1296,Clarisse Atangana,F,53,Current,Credit,362344,ATM,Garoua,2143147
TXN00732,2025-10-25,ACC10263,CL1263,Sandrine Nana,F,64,Savings,Debit,199929,ATM,Douala,149501
TXN00733,2025-11-10,ACC10242,CL1242,Estelle Atangana,F,26,Savings,Credit,190583,Online,Bafoussam,299696
TXN00734,2025-05-15,ACC10126,CL1126,Franck Tchoumi,M,58,Current,Debit,288605,Mobile,Yaoundé,969872
TXN00735,2025-11-10,ACC10039,CL1039,Patrick Nkou,M,24,Current,Credit,248120,Online,Bamenda,1352673
TXN00736,2025-09-13,ACC10215,CL1215,Emmanuel Tchoumi,M,30,Savings,Credit,97423,Branch,Yaoundé,1768202
TXN00737,2025-12-25,ACC10042,CL1042,Lionel Mbarga,M,47,Current,Debit,220725,Online,Bamenda,376140
TXN00738,2025-07-25,ACC10071,CL1071,Serge Etoa,M,33,Savings,Credit,448912,Online,Douala,595829
TXN00739,2025-10-20,ACC10102,CL1102,Patrick Mballa,M,42,Current,Credit,95313,Mobile,Bafoussam,1310891
TXN00740,2025-05-19,ACC10170,CL1170,Jean Nkou,M,40,Savings,Debit,53360,Mobile,Garoua,200466
